"LANGUAGE","Magyar","Language name (in native language).  This means the NAME OF THE LANGUAGE BEING TRANSLATED INTO, and should NOT be a translation of the word 'English'"
"MOD_NAME","Building Control","Mod name, used for in-game UI."
"MOD_DESCRIPTION","Szabad építési lehetőségek és egyéb funkciók","Mod description, visibile in content manager."
"PLACEMENT","Elhelyezési mód","Dropdown menu label in control panel"
"SURFACE","Felszíni textúra","Dropdown menu label in control panel"
"FLATTEN","Terepsimítás","Dropdown menu label in control panel"
"DEFAULT","Alapértelmezett asset","Placement mode menu item"
"ROADSIDE","Útmenti","Placement mode menu item"
"SHORE","Partvonal","Placement mode menu item"
"ONWATER","A vízen","Placement mode menu item"
"ONGROUND","A felszínen","Placement mode menu item"
"ONSURFACE","Pillér","Placement mode menu item"
"ONTERRAIN","Föld vagy víz","Placement mode menu item"
"SHORE_GROUND","Partvonal vagy felszín","Placement mode menu item"
"PATH_GROUND","Útvonal mentén vagy a felszínen","Placement mode menu item"
"CONCORSE","Repülőtéri folyosó","Placement mode menu item"
"NO_SURFACE","Nincs textúra","Surface texture override menu item"
"GRAVEL","Kavicsos talaj","Surface texture override menu item"
"PAVEMENT","Járda","Surface texture override menu item"
"FLATTEN_OFF","Nem lapos felszín","Terrain flattening override menu item"
"FLATTEN_BUILDING","Építési terület kiegyenlítése","Terrain flattening override menu item"
"FLATTEN_ALL","Az egész blokk szintbehozása","Terrain flattening override menu item"
"RESET_POS","A gomb pozíciójának visszaállítása","Button in options panel."
