"LANGUAGE","日本語","Language name (in native language)."
"MOD_NAME","Building Control","Mod name, used for in-game UI."
"MOD_DESCRIPTION","建物のアナーキー機能と他の機能","Mod description, visibile in content manager."
"PLACEMENT","配置モード","Dropdown menu label in control panel"
"SURFACE","地表のテクスチャ","Dropdown menu label in control panel"
"FLATTEN","地形の平坦化","Dropdown menu label in control panel"
"DEFAULT","アセットのデフォルト","Placement mode menu item"
"ROADSIDE","道路沿い","Placement mode menu item"
"SHORE","沿岸線","Placement mode menu item"
"ONWATER","水上","Placement mode menu item"
"ONGROUND","地上","Placement mode menu item"
"ONSURFACE","橋脚","Placement mode menu item"
"ONTERRAIN","地上か水上","Placement mode menu item"
"SHORE_GROUND","沿岸線か地上","Placement mode menu item"
"PATH_GROUND","歩道沿いか地上","Placement mode menu item"
"CONCORSE","空港のコンコース","Placement mode menu item"
"NO_SURFACE","テクスチャなし","Surface texture override menu item"
"GRAVEL","砂利","Surface texture override menu item"
"PAVEMENT","舗装","Surface texture override menu item"
"FLATTEN_OFF","平坦化しない","Terrain flattening override menu item"
"FLATTEN_BUILDING","建物をベースに平坦化","Terrain flattening override menu item"
"FLATTEN_ALL","ブロック全体を平坦化","Terrain flattening override menu item"
"RESET_POS","ボタンの位置をリセット","Button in options panel."
