"LANGUAGE","简体中文","Language name (in native language)."
"MOD_NAME","Building Control","Mod name, used for in-game UI."
"MOD_DESCRIPTION","建筑无碰撞以及其他功能","Mod description, visibile in content manager."
"PLACEMENT","放置方式","Dropdown menu label in control panel"
"SURFACE","地表纹理","Dropdown menu label in control panel"
"FLATTEN","平整地形","Dropdown menu label in control panel"
"DEFAULT","资产默认值","Placement mode menu item"
"ROADSIDE","紧贴道路","Placement mode menu item"
"SHORE","在岸边","Placement mode menu item"
"ONWATER","在水上","Placement mode menu item"
"ONGROUND","在地面上","Placement mode menu item"
"ONSURFACE","桥墩","Placement mode menu item"
"ONTERRAIN","在地面上或者在水上","Placement mode menu item"
"SHORE_GROUND","在岸边或者在地面上","Placement mode menu item"
"PATH_GROUND","紧贴道路或者在地面上","Placement mode menu item"
"CONCORSE","候机长廊","Placement mode menu item"
"NO_SURFACE","删除地面纹理","Surface texture override menu item"
"GRAVEL","砂砾","Surface texture override menu item"
"PAVEMENT","路肩","Surface texture override menu item"
"FLATTEN_OFF","取消平整","Terrain flattening override menu item"
"FLATTEN_BUILDING","平整建筑地基","Terrain flattening override menu item"
"FLATTEN_ALL","平整整块区域","Terrain flattening override menu item"
"RESET_POS","重置按钮的位置","Button in options panel."
